Textbox3,ExecutionTime
8/21/2023 5:00:04 AM,8/24/2023 5:38:47 PM

MandantenName,FilialKennung,GeraeteName,GeraeteBaujahr,GeraeteSeriennummer,GeraeteIPAdresse,GeraeteFirmware,GeraeteLastConnectionDatum,Textbox15
BYD,1875,1875_BYD_Bydgoszcz_1_E64S_IS600e,2020,10430002,197.87.74.200,"19.01.3856 , 19.1.3856",8/24/2023 11:44:55 AM,Verbindung ok
POZ,1816,1816_POZ_Poznan_4_E64L_IS600e,2017,10350054,197.82.122.203,"18.04.3839 , 18.4.3839",,Keine Verbindung
POZ,1974,1974_POZ_Zalasewo_3_E64S_IS600e,2020,10421531,197.87.2.202,"19.01.3856 , 19.1.3856",8/24/2023 11:44:55 AM,Verbindung ok
GDA,1788,1788_GDA_Starogard Gdanski_1_E64S_IS600e,2016,10341563,197.82.18.200,"19.01.3856 , 19.1.3856",8/24/2023 11:44:55 AM,Verbindung ok
GDA,1458,1458_GDA_Malbork_1_E3S_WTouch,2022,10418535,197.73.186.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:41:46 AM,Verbindung ok
KAT,1861,1861_KAT_Bielsko - BiaLa_3_E64S_IS600e,2018,10392076,197.84.194.202,"19.01.3856 , 19.1.3856",8/24/2023 11:44:55 AM,Verbindung ok
KAT,2067,2067_KAT_Opole_1_E3S_WTouch,2020,10433444,197.88.82.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:41:46 AM,Verbindung ok
KAT,1983,1983_KAT_KLobuck_4_E3S_WTouch,2023,10493062,197.91.170.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:56:17 AM,Verbindung ok
KRA,1338,1338_KRA_Gorlice_1_E3S_WTouch,2021,10438788,197.70.242.200:8323/https://wiesheu-top.local,"21.2.0-811 , 19.2.17",8/24/2023 7:41:46 AM,Verbindung ok
SZC,1978,1978_SZC_Gorzow Wlkp._2_E64L_IS600e,2020,10424222,197.87.26.201,"19.01.3856 , 19.1.3856",8/24/2023 12:27:45 PM,Verbindung ok
POZ,1864,1864_POZ_Gniezno_1_E64S_IS600e,2018,10379777,197.84.226.200,"22.01.3879 , 22.1.3879",8/24/2023 11:44:55 AM,Verbindung ok
WAR,1661,1661_WAR_BiaLystok_1_E64S_IS600e,2019,10396934,197.79.2.200,"19.01.3856 , 19.1.3856",8/24/2023 11:44:55 AM,Verbindung ok
WAR,1414,1414_WAR_MLawa_1_E64S_IS600e,2018,10374157,197.72.154.200,"18.04.3839 , 18.4.3839",8/24/2023 11:44:55 AM,Verbindung ok
LUB,1628,1628_LUB_Lublin_4_E64L_IS600e,2017,10347913,197.78.42.203,"18.04.3839 , 18.4.3839",8/24/2023 12:27:45 PM,Verbindung ok
WAR,2053,2053_WAR_Hajnowka_2_E3L_WTouch,2022,10474868,197.90.154.200:8323/https://wiesheu-bottom.local,"22.8.0-1572 , 22.3.1",8/24/2023 9:56:17 AM,Verbindung ok
SZC,2081,2081_SZC_SLawno_1_E3S_WTouch,2022,10476322,197.88.50.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:41:46 AM,Verbindung ok
WRO,1024,1024_WRO_Strzegom_2_E64L_IS600e,2016,10336335,197.64.114.201,"19.01.3856 , 0.0.0",8/24/2023 12:27:45 PM,Verbindung ok
GDA,1182,1182_GDA_Gdansk _3_E64S_IS600e,2019,10395734,197.67.210.202,"19.01.3856 , 19.1.3856",8/24/2023 11:44:55 AM,Verbindung ok
GDA,1865,1865_GDA_Elblag_4_E64L_IS600e,2018,10380698,197.84.66.203,"19.01.3856 , 19.1.3856",8/24/2023 12:27:45 PM,Verbindung ok
GDA,1741,1741_GDA_Elblag_3_E64S_IS600e,2017,10275938,197.81.10.202,"18.04.3839 , 18.4.3839",8/24/2023 11:44:55 AM,Verbindung ok
KAT,1828,1828_KAT_Czestochowa_3_E64S_IS600e,2017,10358125,197.82.186.202,"19.01.3856 , 19.1.3856",8/24/2023 11:46:10 AM,Verbindung ok
POZ,1754,1754_POZ_Poznan_3_E3S_WTouch,2021,10443655,197.81.90.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:41:46 AM,Verbindung ok
LUB,1251,1251_LUB_Lancut_3_E3S_WTouch,2021,10439237,197.69.34.201:8323/https://wiesheu-top.local,"20.4.0-653 , 19.2.17",8/24/2023 7:41:46 AM,Verbindung ok
GDA,1779,1779_GDA_Gdansk_4_E64L_IS600e,2018,10380406,197.84.82.203,"18.04.3839 , 18.4.3839",8/24/2023 12:27:45 PM,Verbindung ok
KRA,1653,1653_KRA_Krakow _3_E3S_WTouch,2021,10458252,197.78.210.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.1.0",8/24/2023 7:41:46 AM,Verbindung ok
GDA,1627,1627_GDA_Gdansk_2_E64L_IS600e,2019,10395872,197.78.34.201,"19.01.3856 , 19.1.3856",8/24/2023 12:27:45 PM,Verbindung ok
KAT,1199,1199_KAT_Kedzierzyn Kozle_1_E3S_WTouch,2021,10443915,197.68.50.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:41:46 AM,Keine Verbindung
KRA,1579,1579_KRA_Krakow_2_E3L_WTouch,2021,10442785,197.76.234.200:8323/https://wiesheu-bottom.local,"21.7.30-1076 , 21.3.1",8/24/2023 9:56:18 AM,Verbindung ok
WAR,1559,1559_WAR_Wegrow_4_E64L_IS600e,2017,10349956,197.76.82.203,"18.04.3839 , 18.4.3839",8/24/2023 12:27:45 PM,Verbindung ok
LUB,1878,1878_LUB_Kielce_2_E64L_IS600e,2018,10372003,197.83.250.201,"19.01.3856 , 19.1.3856",8/24/2023 12:28:50 PM,Verbindung ok
GDA,1947,1947_GDA_Reda_4_E3L_WTouch,2021,10437330,197.88.170.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 19.2.17",8/24/2023 9:56:19 AM,Verbindung ok
WAR,1867,1867_WAR_Warszawa_1_E64S_IS600e,2017,10345059,197.83.18.200,"18.04.3839 , 18.4.3839",8/24/2023 11:46:10 AM,Verbindung ok
KRA,1084,1084_KRA_Rzeszow_4_E64L_IS600e,2019,10396062,197.65.202.203,"18.04.3839 , 18.4.3839",8/24/2023 12:28:51 PM,Verbindung ok
KAT,1467,1467_KAT_Gliwice_4_E64L_IS600e,2019,10394809,197.73.242.203,"19.01.3856 , 19.1.3856",8/24/2023 12:28:52 PM,Verbindung ok
SZC,1353,1353_SZC_Szczecin_4_E64L_IS600e,2016,10347931,197.71.82.203,"19.01.3856 , 19.1.3856",8/24/2023 12:28:53 PM,Verbindung ok
GDA,1756,1756_GDA_Gdansk_2_E3L_WTouch,2021,10442782,197.81.106.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:59:51 AM,Verbindung ok
WAR,1859,1859_WAR_Kozienice_2_E64L_IS600e,2018,10368039,197.83.170.201,"19.01.3856 , 19.1.3856",8/24/2023 12:28:53 PM,Verbindung ok
KAT,1820,1820_KAT_Zabrze_1_E64S_IS600e,2016,10342054,197.82.138.200,"19.01.3856 , 19.1.3856",8/24/2023 11:46:10 AM,Verbindung ok
LOD,2135,2135_LOD_Rawa Mazowiecka_2_E3L_WTouch,2022,10476544,197.90.122.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:59:51 AM,Verbindung ok
WAR,2154,2154_WAR_TLuszcz_3_E3L_WTouch,2023,10489195,197.91.34.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:44:32 AM,Verbindung ok
LOD,1103,1103_LOD_Lodz_1_E3S_WTouch,2021,10440145,197.66.50.200:8323/https://wiesheu-top.local,"20.4.0-653 , 19.2.17",8/24/2023 7:44:32 AM,Verbindung ok
WAR,1645,1645_WAR_Latchorzew_2_E64L_IS600e,2019,10396914,197.78.154.201,"19.01.3856 , 19.1.3856",8/24/2023 12:28:54 PM,Verbindung ok
LOD,1227,1227_LOD_Kalisz_3_E64S_IS600e,2019,10395912,197.68.170.202,"18.03.3813 , 18.3.3813",8/24/2023 11:46:11 AM,Verbindung ok
POZ,1791,1791_POZ_Poznan_3_E64S_IS600e,2018,10370110,197.83.106.202,"18.04.3839 , 18.4.3839",8/24/2023 11:46:11 AM,Verbindung ok
SZC,1615,1615_SZC_Szczecin_4_E3L_WTouch,2021,10441581,197.77.226.201:8323/https://wiesheu-bottom.local,"21.2.0-811 , 19.2.17",8/24/2023 9:59:51 AM,Verbindung ok
KAT,2118,2118_KAT_Zawiercie_3_E3L_WTouch,2023,10485933,197.91.18.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:44:32 AM,Verbindung ok
WAR,2028,2028_WAR_Warszawa_3_E3S_WTouch,2020,10435197,197.88.114.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:44:32 AM,Verbindung ok
KAT,1476,1476_KAT_Piekary  slaskie_4_E64L_IS600e,2018,10372373,197.74.42.203,"19.01.3856 , 19.1.3856",8/24/2023 12:28:55 PM,Verbindung ok
KAT,1898,1898_KAT_WisLa_2_E64L_IS600e,2017,10363755,197.83.218.201,"19.01.3856 , 19.1.3856",8/24/2023 12:28:56 PM,Verbindung ok
KRA,2034,2034_KRA_Modylnica_1_E3S_WTouch,2020,10435305,197.88.98.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:44:32 AM,Verbindung ok
LUB,1879,1879_LUB_Stalowa Wola _2_E64L_IS600e,2018,10383173,197.84.106.201,"18.01.3740 , 18.1.3740",8/24/2023 12:28:57 PM,Verbindung ok
WRO,1059,1059_WRO_Zielona Gora_2_E3L_WTouch,2021,10444125,197.65.66.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:59:51 AM,Verbindung ok
KAT,2165,2165_KAT_PawLowice_2_E3L_WTouch,2022,10477073,197.90.146.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:59:51 AM,Verbindung ok
BYD,1137,1137_BYD_Kwidzyn_1_E64S_IS600e,2018,10371429,197.66.226.200,"18.04.3839 , 18.4.3839",8/24/2023 11:46:12 AM,Verbindung ok
LOD,1561,1561_LOD_Lodz_3_E3S_WTouch,2021,10439402,197.76.98.201:8323/https://wiesheu-top.local,"20.4.0-653 , 20.0.1",8/24/2023 7:44:32 AM,Verbindung ok
WAR,1963,1963_WAR_Warszawa_3_E3S_WTouch,2021,10436571,197.88.210.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:44:32 AM,Verbindung ok
KAT,1836,1836_KAT_Zawiercie_2_E64L_IS600e,2018,10365962,197.83.138.201,"19.01.3856 , 19.1.3856",8/24/2023 12:28:58 PM,Verbindung ok
POZ,1827,1827_POZ_Poznan_1_E64S_IS600e,2016,10340007,197.82.178.200,"22.01.3879 , 22.1.3879",8/24/2023 11:46:13 AM,Verbindung ok
GDA,1430,1430_GDA_SLupsk_1_E64S_IS600e,2017,10383152,197.73.10.200,"19.01.3856 , 19.1.3856",8/24/2023 11:46:14 AM,Verbindung ok
BYD,2051,2051_BYD_Torun_1_E64S_IS600e,2020,10424861,197.86.218.200,"19.01.3856 , 18.4.3839",8/24/2023 11:46:15 AM,Verbindung ok
SZC,1222,1222_SZC_Szczecin_1_E3S_WTouch,2021,10441647,197.68.146.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 19.2.17",8/24/2023 7:44:32 AM,Verbindung ok
GDA,1658,1658_GDA_Gdansk_3_E3S_WTouch,2021,10443034,197.78.242.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:44:32 AM,Verbindung ok
LOD,1409,1409_LOD_Ostrow Wlkp._2_E3L_WTouch,2021,10438781,197.72.122.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:59:51 AM,Verbindung ok
KAT,1551,1551_KAT_Czestochowa_1_E64S_IS600e,2017,10350070,197.76.42.200,"19.01.3856 , 19.1.3856",8/24/2023 11:46:16 AM,Verbindung ok
BYD,2159,2159_BYD_Wagrowiec_2_E3L_WTouch,2023,10488403,197.91.90.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:59:51 AM,Verbindung ok
KRA,2034,2034_KRA_Modylnica_3_E3S_WTouch,2020,10435304,197.88.98.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:44:32 AM,Verbindung ok
WRO,2133,2133_WRO_Rudno (Nowa Sol)_2_E3L_WTouch,2023,10495146,197.91.162.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:59:51 AM,Verbindung ok
KRA,1641,1641_KRA_Krakow_1_E3S_WTouch,2021,10439241,197.78.122.200:8323/https://wiesheu-top.local,"21.7.30-1076 , 21.3.1",8/24/2023 7:47:19 AM,Verbindung ok
WRO,1146,1146_WRO_Jawor_1_E3S_WTouch,2021,10443841,197.67.10.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:47:19 AM,Verbindung ok
SZC,1895,1895_SZC_Koszalin_6_E64L_IS600e,2018,10355184,197.83.90.205,"19.01.3856 , 19.1.3856",8/24/2023 12:30:05 PM,Verbindung ok
KRA,1105,1105_KRA_Busko Zdroj_3_E3S_WTouch,2021,10439362,197.66.66.201:8323/https://wiesheu-top.local,"20.4.0-653 , 19.2.17",8/24/2023 7:47:19 AM,Verbindung ok
KAT,1410,1410_KAT_Pszczyna_4_E64L_IS600e,2017,10349734,197.72.130.203,"19.01.3856 , 19.1.3856",8/24/2023 12:30:05 PM,Verbindung ok
GDA,2112,2112_GDA_Barczewo_1_E3S_WTouch,2022,10478383,197.90.234.200:8323/https://wiesheu-top.local,"22.8.0-1572 , 22.3.1",8/24/2023 7:47:19 AM,Verbindung ok
WAR,1370,1370_WAR_Nidzica_4_E3L_WTouch,2021,10441582,197.71.162.201:8323/https://wiesheu-bottom.local,"21.6.0-1062 , 21.1.0",8/24/2023 9:59:51 AM,Verbindung ok
KAT,1624,1624_KAT_Chorzow_6_E64L_IS600e,2017,NonSerial_0110,197.78.18.205,"19.01.3856 , 19.1.3856",,Keine Verbindung
WAR,1453,1453_WAR_Warszawa_3_E3S_WTouch,2021,10441501,197.73.154.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.1.0",8/24/2023 7:47:19 AM,Verbindung ok
POZ,1231,1231_POZ_Poznan_1_E64S_IS600e,2018,10372360,197.68.178.200,"22.01.3879 , 22.1.3879",8/24/2023 11:46:52 AM,Verbindung ok
WAR,1099,1099_WAR_Warszawa_2_E3L_WTouch,2021,10441287,197.66.18.200:8323/https://wiesheu-bottom.local,"22.8.0-1572 , 22.3.1",8/24/2023 9:59:51 AM,Verbindung ok
MIM,2047,2047_MIM_Stary Konik_3_E3S_WTouch,2023,10496242,197.91.218.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:47:19 AM,Verbindung ok
POZ,1780,1780_POZ_Poznan_2_E64L_IS600e,2017,10400047,197.81.242.201,"22.01.3879 , 22.1.3879",8/24/2023 12:30:05 PM,Verbindung ok
BYD,1739,1739_BYD_PiLa_1_E3S_WTouch,2021,10441644,197.80.250.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:47:19 AM,Keine Verbindung
WRO,1311,1311_WRO_WrocLaw_3_E3S_WTouch,2021,10443331,197.70.106.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:47:19 AM,Verbindung ok
WAR,1709,1709_WAR_Warszawa_2_E3L_WTouch,2020,10432454,197.86.26.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:03:09 AM,Verbindung ok
GDA,1430,1430_GDA_SLupsk_4_E64L_IS600e,2018,10347495,197.73.10.203,"19.01.3856 , 19.1.3856",8/24/2023 12:30:05 PM,Verbindung ok
WRO,1221,1221_WRO_WrocLaw_6_E3L_WTouch,2021,10441136,197.68.138.202:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:03:09 AM,Verbindung ok
SZC,1840,1840_SZC_Miedzyzdroje_4_E3L_WTouch,2021,NonSerial_0010,197.82.226.201:8323/https://wiesheu-bottom.local,"21.2.0-811 , 21.1.0",,Keine Verbindung
KAT,1173,1173_KAT_Jaworzno_4_E3L_WTouch,2021,10442405,197.67.154.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:03:09 AM,Verbindung ok
KAT,1121,1121_KAT_Gliwice_3_E64S_IS600e,2019,10394816,197.66.146.202,"19.01.3856 , 19.1.3856",8/4/2023 10:54:07 AM,Keine Verbindung
LUB,1215,1215_LUB_CheLm _3_E64S_IS600e,2017,10347297,197.68.114.202,"19.01.3856 , 19.1.3856",8/24/2023 11:46:52 AM,Verbindung ok
LOD,1033,1033_LOD_Piotrkow Trybunalski_4_E64L_IS600e,2017,10281337,197.64.170.203,"17.01.3514 , 17.1.3498",8/24/2023 12:30:05 PM,Verbindung ok
LUB,1108,1108_LUB_Ostrowiec_2_E64L_IS600e,2018,10338607,197.66.82.201,"18.04.3839 , 18.4.3839",8/24/2023 12:30:05 PM,Verbindung ok
SZC,1581,1581_SZC_Gryfino_3_E64S_IS600e,2019,10395440,197.76.250.202,"19.01.3856 , 19.1.3856",8/24/2023 11:46:52 AM,Verbindung ok
LOD,1903,1903_LOD_Lodz_1_E3S_WTouch,2023,10474424,197.90.170.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:47:19 AM,Verbindung ok
WRO,1590,1590_WRO_Brzeg_3_E64S_IS600e,2016,10320854,197.77.58.202,"19.01.3856 , 19.1.3856",8/24/2023 11:46:52 AM,Verbindung ok
POZ,1816,1816_POZ_Poznan_3_E64S_IS600e,2017,10350053,197.82.122.202,"18.04.3839 , 18.4.3839",8/24/2023 11:46:52 AM,Verbindung ok
BYD,1305,1305_BYD_NakLo nad Notecia_1_E3S_WTouch,2021,10442389,197.70.58.200:8323/https://wiesheu-top.local,"22.8.0-1572 , 22.3.1",8/24/2023 7:47:19 AM,Verbindung ok
WRO,1984,1984_WRO_Jelcz-Laskowice_4_E3L_WTouch,2020,10432438,197.87.50.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/2/2023 9:41:12 AM,Keine Verbindung
KAT,1760,1760_KAT_Katowice_3_E64S_IS600e,2018,10379343,197.84.34.202,"19.01.3856 , 19.1.3856",8/24/2023 11:46:52 AM,Verbindung ok
KRA,2213,2213_KRA_Dabrowa Tarnowska_1_E3S_WTouch,2023,10489624,197.91.138.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:51:21 AM,Verbindung ok
POZ,1426,1426_POZ_Poznan_2_E64L_IS600e,2018,10372387,197.72.242.201,"19.01.3856 , 19.1.3856",8/24/2023 12:30:05 PM,Verbindung ok
WAR,2147,2147_WAR_Radom_3_E3S_WTouch,2022,10476774,197.90.98.201:8323/https://wiesheu-top.local,"22.8.0-1572 , 22.3.1",8/24/2023 7:51:21 AM,Verbindung ok
GDA,1831,1831_GDA_Elblag_1_E3S_WTouch,2021,10436516,197.88.74.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/22/2023 8:11:00 AM,Verbindung ok
KRA,1798,1798_KRA_Tarnow_1_E3S_WTouch,2023,10492806,197.89.210.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:51:21 AM,Verbindung ok
BYD,1568,1568_BYD_CzLuchow_2_E3L_WTouch,2021,10442254,197.76.146.200:8323/https://wiesheu-bottom.local,"21.2.0-811 , 21.1.0",8/24/2023 10:03:09 AM,Verbindung ok
BYD,1137,1137_BYD_Kwidzyn_4_E64L_IS600e,2018,10380527,197.66.226.203,"18.04.3839 , 18.4.3839",8/24/2023 12:30:05 PM,Verbindung ok
GDA,1493,1493_GDA_Gdansk_3_E64S_IS600e,2015,10395896,197.74.162.202,"19.01.3856 , 19.1.3856",8/24/2023 11:46:52 AM,Verbindung ok
POZ,1974,1974_POZ_Zalasewo_2_E64L_IS600e,2020,10421527,197.87.2.201,"19.01.3856 , 19.1.3856",8/24/2023 12:30:06 PM,Verbindung ok
SZC,1322,1322_SZC_Goleniow_4_E3L_WTouch,2021,10441616,197.70.162.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 19.2.17",8/3/2023 2:19:54 PM,Keine Verbindung
KAT,2149,2149_KAT_Buczkowice_4_E3S_WTouch,2023,10489644,197.91.82.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:03:09 AM,Verbindung ok
WRO,1856,1856_WRO_Kudowa Zdroj_3_E64S_IS600e,2018,10380662,197.84.58.202,"19.01.3856 , 19.1.3856",8/24/2023 11:46:52 AM,Verbindung ok
KRA,2178,2178_KRA_Ropczyce_2_E3L_WTouch,2023,10489580,197.91.74.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:03:09 AM,Verbindung ok
LUB,1421,1421_LUB_Starachowice_2_E3L_WTouch,2021,10439226,197.72.202.200:8323/https://wiesheu-bottom.local,"21.2.0-811 , 21.1.0",8/24/2023 10:03:09 AM,Verbindung ok
KRA,1648,1648_KRA_Rzeszow_2_E3L_WTouch,2021,10439238,197.78.178.200:8323/https://wiesheu-bottom.local,"21.6.0-1062 , 21.1.0",8/24/2023 10:05:54 AM,Verbindung ok
KAT,1129,1129_KAT_swietochLowice_1_E64S_IS600e,2018,10387557,197.66.194.200,"19.01.3856 , 19.1.3856",8/24/2023 11:46:52 AM,Verbindung ok
KAT,1841,1841_KAT_Katowice_3_E64S_IS600e,2017,10353382,197.82.234.202,"19.01.3856 , 19.1.3856",8/24/2023 11:47:40 AM,Verbindung ok
WAR,1099,1099_WAR_Warszawa_4_E3L_WTouch,2021,10441635,197.66.18.201:8323/https://wiesheu-bottom.local,"22.8.0-1572 , 22.3.1",8/24/2023 10:05:54 AM,Verbindung ok
KAT,1781,1781_KAT_Zabrze_3_E64S_IS600e,2018,10392095,197.84.234.202,"19.01.3856 , 19.1.3856",8/24/2023 11:47:40 AM,Keine Verbindung
GDA,1807,1807_GDA_Olsztyn_4_E64L_IS600e,2020,10424362,197.86.242.203,"19.01.3856 , 19.1.3856",8/24/2023 12:30:46 PM,Verbindung ok
KRA,1853,1853_KRA_Krakow_3_E64S_IS600e,2018,10370791,197.84.2.202,"18.04.3839 , 18.4.3839",8/24/2023 11:47:40 AM,Verbindung ok
SZC,1994,1994_SZC_KoLobrzeg/Budzistowo_4_E3S_WTouch,2023,10488363,197.88.34.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:05:54 AM,Verbindung ok
POZ,1301,1301_POZ_Gniezno_2_E3L_WTouch,2021,10442234,197.70.34.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:05:54 AM,Verbindung ok
KRA,1648,1648_KRA_Rzeszow_4_E3L_WTouch,2021,10439233,197.78.178.201:8323/https://wiesheu-bottom.local,"21.6.0-1062 , 21.1.0",8/24/2023 10:05:54 AM,Verbindung ok
WRO,1543,1543_WRO_Gryfow slaski_2_E64L_IS600e,2017,10362302,197.75.242.201,"19.01.3856 , 19.1.3856",8/24/2023 12:30:46 PM,Verbindung ok
WRO,1016,1016_WRO_Lubin_2_E3L_WTouch,2021,10443744,197.64.50.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:05:54 AM,Verbindung ok
LUB,1507,1507_LUB_Hrubieszow_3_E64S_IS600e,2017,10347702,197.74.250.202,"18.04.3839 , 18.4.3839",8/24/2023 11:47:40 AM,Verbindung ok
KRA,1648,1648_KRA_Rzeszow_1_E3S_WTouch,2021,10438911,197.78.178.200:8323/https://wiesheu-top.local,"21.6.0-1062 , 21.1.0",8/24/2023 7:51:21 AM,Verbindung ok
WAR,2175,2175_WAR_Warszawa_2_E3L_WTouch,2022,10473921,197.90.162.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:05:54 AM,Verbindung ok
SZC,1554,1554_SZC_Szczecinek_2_E64L_IS600e,2016,10341334,197.76.58.201,"19.01.3856 , 19.1.3856",8/24/2023 12:30:46 PM,Verbindung ok
WAR,1529,1529_WAR_Sulejowek_4_E64L_IS600e,2015,10349661,197.75.138.203,"18.04.3839 , 18.4.3839",8/24/2023 12:30:46 PM,Verbindung ok
GDA,2004,2004_GDA_Skarszewy_4_E64L_IS600e,2020,10428332,197.87.194.203,"19.01.3856 , 19.1.3856",8/24/2023 12:30:46 PM,Verbindung ok
SZC,2095,2095_SZC_Stargard_4_E3L_WTouch,2022,10474058,197.90.114.201:8323/https://wiesheu-bottom.local,"22.8.0-1572 , 22.3.1",8/24/2023 10:05:54 AM,Verbindung ok
KRA,1047,1047_KRA_Krakow_4_E3L_WTouch,2021,10442484,197.65.10.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:05:54 AM,Verbindung ok
KAT,2149,2149_KAT_Buczkowice_2_E3L_WTouch,2023,10489645,197.91.82.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:05:54 AM,Verbindung ok
LOD,1880,1880_LOD_Lodz_3_E64S_IS600e,2020,10420190,197.86.250.202,"19.01.3856 , 19.1.3856",8/24/2023 11:47:40 AM,Verbindung ok
WRO,1673,1673_WRO_Nowa Sol_4_E64L_IS600e,2018,10374475,197.79.90.203,"19.01.3856 , 19.1.3856",8/24/2023 12:30:46 PM,Verbindung ok
GDA,1777,1777_GDA_Kowale_4_E64L_IS600e,2017,10348991,197.81.226.203,"19.01.3856 , 19.1.3856",8/24/2023 12:30:46 PM,Verbindung ok
KAT,1459,1459_KAT_Myszkow_2_E3L_WTouch,2021,10442367,197.73.194.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:09:56 AM,Verbindung ok
KRA,1985,1985_KRA_Krakow_3_E64S_IS600e,2020,10423394,197.86.122.202,"19.01.3856 , 19.1.3856",8/24/2023 11:47:40 AM,Verbindung ok
WRO,1915,1915_WRO_WrocLaw_2_E3L_WTouch,2020,10435206,197.87.226.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:09:56 AM,Verbindung ok
GDA,1807,1807_GDA_Olsztyn_1_E64S_IS600e,2020,10424365,197.86.242.200,"19.01.3856 , 19.1.3856",8/24/2023 11:47:40 AM,Verbindung ok
LUB,1421,1421_LUB_Starachowice_1_E3S_WTouch,2021,10438922,197.72.202.200:8323/https://wiesheu-top.local,"21.2.0-811 , 21.1.0",8/24/2023 7:51:21 AM,Verbindung ok
WAR,1125,1125_WAR_Warszawa_4_E64L_IS600e,2019,10395900,197.66.170.203,"18.04.3839 , 18.4.3839",8/24/2023 12:30:46 PM,Verbindung ok
LOD,1954,1954_LOD_Lodz_3_E64S_IS600e,2020,10423920,197.87.130.202,"19.01.3856 , 19.1.3856",8/24/2023 11:47:40 AM,Verbindung ok
WRO,1832,1832_WRO_KLodzko_3_E64S_IS600e,2016,10344096,197.82.202.202,"19.01.3856 , 19.1.3856",8/24/2023 11:47:40 AM,Verbindung ok
