Textbox3,ExecutionTime
8/21/2023 5:00:04 AM,8/24/2023 5:38:47 PM

MandantenName,FilialKennung,GeraeteName,GeraeteBaujahr,GeraeteSeriennummer,GeraeteIPAdresse,GeraeteFirmware,GeraeteLastConnectionDatum,Textbox15
LOD,1969,1969_LOD_Lodz (Galeria)_4_E64L_IS600e,2018,10391093,197.85.98.203,"19.01.3856 , 19.1.3856",8/24/2023 12:35:23 PM,Keine Verbindung
KRA,1995,1995_KRA_Lesko_1_E64S_IS600e,2020,10426774,197.87.122.200,"19.01.3856 , 19.1.3856",8/24/2023 11:53:11 AM,Verbindung ok
BYD,1157,1157_BYD_Torun _3_E3S_WTouch,2021,10442489,197.67.74.201:8323/https://wiesheu-top.local,"22.8.0-1572 , 22.3.1",8/24/2023 8:16:34 AM,Verbindung ok
LOD,1924,1924_LOD_Konin_1_E64S_IS600e,2018,10379353,197.84.50.200,"18.04.3839 , 18.4.3839",8/24/2023 11:53:11 AM,Verbindung ok
WAR,1575,1575_WAR_Garwolin_2_E64L_IS600e,2017,10345052,197.76.202.201,"19.01.3856 , 19.1.3856",8/24/2023 12:36:06 PM,Verbindung ok
POZ,1864,1864_POZ_Gniezno_3_E64S_IS600e,2018,10379776,197.84.226.202,"22.01.3879 , 22.1.3879",8/24/2023 11:53:40 AM,Verbindung ok
BYD,1366,1366_BYD_PiLa_3_E64S_IS600e,2018,10391661,197.71.138.202,"19.01.3856 , 19.1.3856",8/24/2023 11:53:40 AM,Verbindung ok
BYD,1278,1278_BYD_Serpc_2_E3L_WTouch,2021,10442392,197.69.178.200:8323/https://wiesheu-bottom.local,"21.7.30-1076 , 21.3.1",8/24/2023 10:26:02 AM,Verbindung ok
BYD,1157,1157_BYD_Torun _4_E3L_WTouch,2021,10442499,197.67.74.201:8323/https://wiesheu-bottom.local,"22.8.0-1572 , 22.3.1",8/24/2023 10:26:02 AM,Verbindung ok
KAT,1506,1506_KAT_Zabrze_1_E64S_IS600e,2017,10350075,197.74.242.200,"19.01.3856 , 19.1.3856",8/24/2023 11:53:40 AM,Verbindung ok
POZ,1080,1080_POZ_Srem_3_E64S_IS600e,2016,10309321,197.65.170.202,"22.01.3879 , 22.1.3879",8/24/2023 11:53:40 AM,Verbindung ok
KAT,2057,2057_KAT_Jedrzejow_2_E3L_WTouch,2021,10436553,197.87.242.200:8323/https://wiesheu-bottom.local,"21.6.0-1062 , 21.3.1",8/24/2023 10:26:02 AM,Verbindung ok
LUB,1628,1628_LUB_Lublin_2_E64L_IS600e,2017,10347918,197.78.42.201,"18.04.3839 , 18.4.3839",8/24/2023 12:36:07 PM,Verbindung ok
LUB,1100,1100_LUB_Kielce_2_E64L_IS600e,2017,10308912,197.66.26.201,"18.04.3839 , 18.4.3839",8/24/2023 12:36:08 PM,Verbindung ok
LOD,1033,1033_LOD_Piotrkow Trybunalski_2_E64L_IS600e,2017,10350112,197.64.170.201,"18.04.3839 , 18.4.3839",8/24/2023 12:36:09 PM,Verbindung ok
WAR,2053,2053_WAR_Hajnowka_4_E3L_WTouch,2022,10474866,197.90.154.201:8323/https://wiesheu-bottom.local,"22.8.0-1572 , 22.3.1",8/24/2023 10:26:02 AM,Verbindung ok
POZ,1510,1510_POZ_Tarnowo Podgorne_4_E64L_IS600e,2018,10373629,197.75.18.203,"18.04.3839 , 18.4.3839",8/24/2023 12:36:10 PM,Verbindung ok
LOD,1103,1103_LOD_Lodz_3_E3S_WTouch,2021,10439981,197.66.50.201:8323/https://wiesheu-top.local,"20.4.0-653 , 19.2.17",8/24/2023 8:16:35 AM,Verbindung ok
KRA,2005,2005_KRA_Ustrzyki Dolne_3_E3S_WTouch,2020,10435089,197.87.218.201:8323/https://wiesheu-top.local,"21.2.0-811 , 21.1.0",8/24/2023 8:16:36 AM,Verbindung ok
KAT,1760,1760_KAT_Katowice_1_E64S_IS600e,2018,10379342,197.84.34.200,"19.01.3856 , 19.1.3856",8/24/2023 11:53:40 AM,Verbindung ok
LOD,1924,1924_LOD_Konin_3_E64S_IS600e,2018,10379354,197.84.50.202,"18.04.3839 , 18.4.3839",8/24/2023 11:53:40 AM,Verbindung ok
BYD,1842,1842_BYD_Bydgoszcz_1_E64S_IS600e,2018,10388465,197.84.186.200,"19.01.3856 , 19.1.3856",8/24/2023 11:53:40 AM,Verbindung ok
KAT,1297,1297_KAT_Chrzanow_4_E64L_IS600e,2018,10371106,197.70.10.203,"18.04.3839 , 18.4.3839",8/24/2023 12:36:11 PM,Verbindung ok
WAR,1618,1618_WAR_Ciechanow_1_E64S_IS600e,2017,10354852,197.77.242.200,"19.01.3856 , 19.1.3856",8/24/2023 11:53:40 AM,Verbindung ok
LOD,1813,1813_LOD_Lowicz_1_E64S_IS600e,2018,10369589,197.83.114.200,"19.01.3856 , 19.1.3856",,Keine Verbindung
KAT,2136,2136_KAT_Katowice_2_E3L_Wtouch,2023,10494435,197.91.210.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:26:02 AM,Verbindung ok
KAT,1395,1395_KAT_Cieszyn_3_E3S_WTouch,2021,10443062,197.72.50.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.1.0",8/24/2023 8:19:37 AM,Verbindung ok
KAT,1643,1643_KAT_Opole_2_E64L_IS600e,2019,10395192,197.78.138.201,"19.01.3856 , 19.1.3856",8/24/2023 12:36:12 PM,Verbindung ok
KAT,1121,1121_KAT_Gliwice_4_E64L_IS600e,2019,10394818,197.66.146.203,"19.01.3856 , 19.1.3856",8/24/2023 12:36:13 PM,Verbindung ok
WRO,1915,1915_WRO_WrocLaw_4_E3L_WTouch,2020,10435207,197.87.226.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:26:02 AM,Verbindung ok
GDA,1051,1051_GDA_Slupsk_1_E64S_IS600e,2023,10396928,197.65.26.200,"18.04.3839 , 18.4.3839",8/24/2023 11:53:40 AM,Verbindung ok
LUB,1100,1100_LUB_Kielce_1_E64S_IS600e,2017,10308916,197.66.26.200,"18.04.3839 , 18.4.3839",,Keine Verbindung
WAR,1109,1109_WAR_Warszawa_2_E3L_WTouch,2021,10441568,197.66.90.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.1.0",8/22/2023 10:25:25 AM,Verbindung ok
WAR,1125,1125_WAR_Warszawa_6_E64L_IS600e,2019,NonSerial_0063,197.66.170.205,,,Keine Verbindung
LUB,1737,1737_LUB_Leczna_2_E3L_WTouch,2021,10441579,197.80.242.200:8323/https://wiesheu-bottom.local,"21.2.0-811 , 19.2.8",8/24/2023 10:28:49 AM,Verbindung ok
LUB,1555,1555_LUB_Lublin_3_E64S_IS600e,2019,10396737,197.76.66.202,"18.04.3839 , 18.4.3839",,Keine Verbindung
WAR,2175,2175_WAR_Warszawa_6_E3L_WTouch,2022,10474867,197.90.162.202:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:28:49 AM,Verbindung ok
BYD,2051,2051_BYD_Torun_2_E64L_IS600e,2020,10424863,197.86.218.201,"19.01.3856 , 19.1.3856",8/24/2023 12:36:15 PM,Verbindung ok
GDA,1258,1258_GDA_Gdansk _2_E3L_WTouch,2021,10442263,197.69.58.200:8323/https://wiesheu-bottom.local,"22.8.0-1572 , 22.3.1",8/24/2023 10:28:49 AM,Verbindung ok
KRA,1985,1985_KRA_Krakow_2_E64L_IS600e,2020,10423389,197.86.122.201,"19.01.3856 , 19.1.3856",8/24/2023 12:36:35 PM,Verbindung ok
WAR,1339,1339_WAR_Warszawa_1_E3S_WTouch,2021,10440520,197.70.250.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:19:37 AM,Verbindung ok
KAT,1841,1841_KAT_Katowice_1_E64S_IS600e,2017,10353383,197.82.234.200,"19.01.3856 , 19.1.3856",8/24/2023 11:54:42 AM,Verbindung ok
GDA,2070,2070_GDA_Kosakowo_4_E3L_WTouch,2022,10476087,197.90.130.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:28:49 AM,Verbindung ok
WAR,1618,1618_WAR_Ciechanow_3_E64S_IS600e,2017,10354853,197.77.242.202,"19.01.3856 , 19.1.3856",8/24/2023 11:54:42 AM,Verbindung ok
WRO,1543,1543_WRO_Gryfow slaski_1_E64S_IS600e,2017,10362303,197.75.242.200,"19.01.3856 , 19.1.3856",8/24/2023 11:54:42 AM,Verbindung ok
LOD,1384,1384_LOD_Aleksandrow L._4_E3L_WTouch,2021,10450560,197.71.242.201:8323/https://wiesheu-bottom.local,"21.2.0-811 , 21.1.0",8/24/2023 10:28:49 AM,Verbindung ok
WAR,1452,1452_WAR_Warszawa_2_E64L_IS600e,2019,10396093,197.73.146.201,"18.04.3839 , 18.4.3839",8/24/2023 12:36:35 PM,Verbindung ok
WAR,1559,1559_WAR_Wegrow_2_E64L_IS600e,2017,10349957,197.76.82.201,"18.04.3839 , 18.4.3839",8/24/2023 12:36:35 PM,Verbindung ok
BYD,2123,2123_BYD_Lubawa_2_E3L_WTouch,2023,10476299,197.91.2.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:28:49 AM,Verbindung ok
KAT,1076,1076_KAT_Krapkowice_1_E3S_WTouch,2021,10444045,197.65.138.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:19:37 AM,Verbindung ok
KAT,1121,1121_KAT_Gliwice_1_E64S_IS600e,2019,10394811,197.66.146.200,"19.01.3856 , 19.1.3856",8/24/2023 11:54:42 AM,Verbindung ok
WAR,1083,1083_WAR_Warszawa_4_E3L_WTouch,2021,10441577,197.65.194.201:8323/https://wiesheu-bottom.local,"22.8.0-1572 , 22.3.1",8/24/2023 10:28:49 AM,Verbindung ok
KAT,2025,2025_KAT_Wadowice_4_E64L_IS600e,2020,10417826,197.87.82.203,"19.01.3856 , 19.1.3856",8/24/2023 12:36:35 PM,Verbindung ok
WAR,1294,1294_WAR_Deblin_2_E3L_WTouch,2021,10441288,197.69.250.200:8323/https://wiesheu-bottom.local,"22.8.0-1572 , 22.3.1",8/24/2023 10:28:49 AM,Verbindung ok
POZ,1773,1773_POZ_Poznan_4_E64L_IS600e,2018,10390998,197.84.162.203,"18.04.3839 , 18.4.3839",8/24/2023 12:36:35 PM,Verbindung ok
GDA,1706,1706_GDA_Rumia_3_E3S_WTouch,2021,10442400,197.80.42.201:8323/https://wiesheu-top.local,"20.4.0-653 , 19.2.17",8/24/2023 8:19:37 AM,Verbindung ok
GDA,1741,1741_GDA_Elblag_1_E64S_IS600e,2017,10351657,197.81.10.200,"18.04.3839 , 18.4.3839",8/24/2023 11:54:42 AM,Verbindung ok
LOD,1811,1811_LOD_Lodz_2_E64L_IS600e,2017,10355941,197.82.98.201,"17.01.3514 , 17.1.3498",8/24/2023 12:36:35 PM,Verbindung ok
GDA,1779,1779_GDA_Gdansk_3_E64S_IS600e,2018,10380408,197.84.82.202,"19.01.3856 , 19.1.3856",8/24/2023 11:54:42 AM,Verbindung ok
KAT,2118,2118_KAT_Zawiercie_2_E3L_WTouch,2023,10485935,197.91.18.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:28:49 AM,Verbindung ok
BYD,1873,1873_BYD_InowrocLaw_3_E64S_IS600e,2018,10368769,197.83.186.202,"19.01.3856 , 19.1.3856",8/24/2023 11:54:42 AM,Verbindung ok
WRO,1941,1941_WRO_WrocLaw_2_E3L_WTouch,2021,10440504,197.67.66.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:28:49 AM,Verbindung ok
KAT,2057,2057_KAT_Jedrzejow_4_E3L_WTouch,2021,10436561,197.87.242.201:8323/https://wiesheu-bottom.local,"21.6.0-1062 , 21.3.1",8/24/2023 10:33:07 AM,Verbindung ok
POZ,1754,1754_POZ_Poznan_2_E3L_WTouch,2021,10443906,197.81.90.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:33:07 AM,Verbindung ok
KRA,2213,2213_KRA_Dabrowa Tarnowska_2_E3L_WTouch,2023,10489622,197.91.138.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:33:07 AM,Verbindung ok
WRO,1269,1269_WRO_Lubin_4_E64L_IS600e,2018,10374484,197.69.130.203,"19.01.3856 , 19.1.3856",8/24/2023 12:36:35 PM,Verbindung ok
GDA,1272,1272_GDA_Wejherowo_2_E64L_IS600e,2018,10394544,197.69.154.201,"19.01.3856 , 19.1.3856",8/24/2023 12:36:35 PM,Verbindung ok
WAR,2090,2090_WAR_Serock_4_E3L_WTouch,2022,10476669,197.90.178.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:33:07 AM,Verbindung ok
LUB,1421,1421_LUB_Starachowice_4_E3L_WTouch,2021,10439346,197.72.202.201:8323/https://wiesheu-bottom.local,"21.2.0-811 , 21.1.0",8/23/2023 10:00:18 AM,Verbindung ok
WAR,2147,2147_WAR_Radom_1_E3S_WTouch,2022,10476778,197.90.98.200:8323/https://wiesheu-top.local,"22.8.0-1572 , 22.3.1",8/24/2023 8:19:37 AM,Verbindung ok
GDA,1403,1403_GDA_WLadysLawowo_2_E3L_WTouch,2021,10440405,197.72.98.200:8323/https://wiesheu-bottom.local,"20.4.0-653 , 19.2.17",8/24/2023 10:33:07 AM,Verbindung ok
KRA,2178,2178_KRA_Ropczyce_1_E3S_WTouch,2023,10489575,197.91.74.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:19:37 AM,Verbindung ok
GDA,1741,1741_GDA_Elblag_2_E64L_IS600e,2017,10351655,197.81.10.201,"18.04.3839 , 18.4.3839",8/24/2023 12:36:35 PM,Verbindung ok
KAT,1820,1820_KAT_Zabrze_4_E64L_IS600e,2016,10342050,197.82.138.203,"19.01.3856 , 19.1.3856",8/24/2023 12:36:35 PM,Verbindung ok
BYD,2210,2210_BYD_Wloclawek_1_E3S_WTouch,2023,10496757,197.92.122.200:8323/https://wiesheu-top.local,"22.8.0-1572 , 22.3.1",8/24/2023 8:19:37 AM,Verbindung ok
LUB,1989,1989_LUB_CheLm_2_E64L_IS600e,2020,10419501,197.86.114.201,"19.01.3856 , 19.1.3856",8/24/2023 12:37:08 PM,Verbindung ok
LOD,1384,1384_LOD_Aleksandrow L._2_E3L_WTouch,2021,10450563,197.71.242.200:8323/https://wiesheu-bottom.local,"21.2.0-811 , 21.1.0",8/24/2023 10:33:07 AM,Verbindung ok
SZC,1720,1720_SZC_Szczecin_3_E64S_IS600e,2018,10372385,197.80.130.202,"19.01.3856 , 19.1.3856",8/24/2023 11:54:43 AM,Verbindung ok
KAT,1404,1404_KAT_Jastrzebie Zdroj_2_E3L_WTouch,2021,10442790,197.72.106.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:33:07 AM,Verbindung ok
WAR,1125,1125_WAR_Warszawa_2_E64L_IS600e,2019,10395903,197.66.170.201,"18.04.3839 , 18.4.3839",8/24/2023 12:37:08 PM,Verbindung ok
POZ,1773,1773_POZ_Poznan_3_E64S_IS600e,2018,10390991,197.84.162.202,"19.01.3856 , 19.1.3856",8/24/2023 11:55:30 AM,Verbindung ok
WAR,2053,2053_WAR_Hajnowka_3_E3S_WTouch,2022,10474864,197.90.154.201:8323/https://wiesheu-top.local,"22.8.0-1572 , 22.3.1",8/24/2023 8:19:37 AM,Verbindung ok
KAT,1411,1411_KAT_Czechowice-Dziedzice_2_E3L_WTouch,2021,10442265,197.72.138.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:33:07 AM,Verbindung ok
WAR,1529,1529_WAR_Sulejowek_1_E64S_IS600e,2017,10307210,197.75.138.200,"18.04.3839 , 18.4.3839",,Keine Verbindung
WRO,1871,1871_WRO_WrocLaw_2_E64L_IS600e,2018,10370100,197.84.10.201,"19.01.3856 , 19.1.3856",8/24/2023 12:37:08 PM,Verbindung ok
KAT,2113,2113_KAT_swierklaniec_3_E3L_WTouch,2023,10489589,197.91.98.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:19:37 AM,Verbindung ok
KAT,1692,1692_KAT_Tychy_3_E64S_IS600e,2015,10394574,197.79.218.202,"19.01.3856 , 19.1.3856",8/24/2023 11:55:30 AM,Verbindung ok
LUB,1879,1879_LUB_Stalowa Wola _3_E64S_IS600e,2018,10383170,197.84.106.202,"19.01.3856 , 19.1.3856",8/24/2023 11:55:30 AM,Verbindung ok
KRA,1047,1047_KRA_Krakow_1_E3S_WTouch,2021,10442242,197.65.10.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:19:38 AM,Verbindung ok
BYD,1632,1632_BYD_WLocLawek _1_E3S_WTouch,2021,10461976,197.78.66.200:8323/https://wiesheu-top.local,"22.8.0-1572 , 22.3.1",8/24/2023 8:22:54 AM,Verbindung ok
BYD,1157,1157_BYD_Torun _2_E3L_WTouch,2021,10442264,197.67.74.200:8323/https://wiesheu-bottom.local,"22.8.0-1572 , 22.3.1",8/24/2023 10:33:07 AM,Verbindung ok
KRA,1105,1105_KRA_Busko Zdroj_2_E3L_WTouch,2021,10439045,197.66.66.200:8323/https://wiesheu-bottom.local,"20.4.0-653 , 19.2.17",8/24/2023 10:37:40 AM,Verbindung ok
POZ,1944,1944_POZ_Leszno (Galeria)_1_E64S_IS600e,2018,10368195,197.83.234.200,"19.01.3856 , 19.1.3856",8/24/2023 11:55:30 AM,Verbindung ok
KAT,1624,1624_KAT_Chorzow_5_E64S_IS600e,2017,NonSerial_0109,197.78.18.204,"19.01.3856 , 19.1.3856",,Keine Verbindung
WAR,1920,1920_WAR_Zielonka_1_E3S_WTouch,2020,10433455,197.87.210.200:8323/https://wiesheu-top.local,"22.8.0-1572 , 22.3.1",8/24/2023 8:22:54 AM,Verbindung ok
LUB,1095,1095_LUB_Lublin_4_E64L_IS600e,2019,10396468,197.66.2.203,"18.04.3839 , 18.4.3839",8/24/2023 12:37:08 PM,Verbindung ok
SZC,1554,1554_SZC_Szczecinek_4_E64L_IS600e,2019,10412652,197.76.58.203,"19.01.3856 , 19.1.3856",8/24/2023 12:37:08 PM,Verbindung ok
WAR,1645,1645_WAR_Latchorzew_4_E64L_IS600e,2019,10396910,197.78.154.203,"19.01.3856 , 19.1.3856",8/24/2023 12:37:08 PM,Verbindung ok
MIM,2047,2047_MIM_Stary Konik_4_E3L_WTouch,2023,10496223,197.91.218.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:37:40 AM,Verbindung ok
WAR,1255,1255_WAR_Radom_4_E3L_WTouch,2021,10440407,197.69.50.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 19.2.17",8/24/2023 10:37:40 AM,Verbindung ok
SZC,1274,1274_SZC_swinoujscie_2_E3L_WTouch,2021,10441134,197.69.170.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.1.0",8/24/2023 10:37:40 AM,Verbindung ok
WAR,1219,1219_WAR_Bielsk Podlaski_4_E64L_IS600e,2018,10380403,197.68.130.203,"19.01.3856 , 19.1.3856",8/24/2023 12:37:08 PM,Verbindung ok
POZ,1426,1426_POZ_Poznan_4_E64L_IS600e,2018,10372388,197.72.242.203,"19.01.3856 , 19.1.3856",8/24/2023 12:37:08 PM,Verbindung ok
KAT,1897,1897_KAT_Radlin_2_E64L_IS600e,2018,10381855,197.84.74.201,"19.01.3856 , 19.1.3856",8/24/2023 12:37:08 PM,Verbindung ok
SZC,1622,1622_SZC_Szczecin_3_E64S_IS600e,2018,10387424,197.78.2.202,"19.01.3856 , 19.1.3856",8/24/2023 11:55:30 AM,Verbindung ok
GDA,1526,1526_GDA_Gdansk_4_E3L_WTouch,2021,10442524,197.75.122.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:37:40 AM,Verbindung ok
WAR,1527,1527_WAR_Warszawa_1_E3S_WTouch,2021,10440415,197.75.130.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:22:54 AM,Verbindung ok
LOD,1903,1903_LOD_Lodz_2_E3L_WTouch,2023,10474429,197.90.170.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:37:40 AM,Verbindung ok
BYD,1894,1894_BYD_Bydgoszcz _3_E3S_WTouch,2021,10442515,197.83.82.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:22:54 AM,Verbindung ok
GDA,2119,2119_GDA_Prabuty_3_E3L_WTouch,2023,10495559,197.91.130.201:8323/https://wiesheu-top.local,"22.8.0-1572 , 22.3.1",8/24/2023 8:22:54 AM,Verbindung ok
GDA,1190,1190_GDA_Gdansk_3_E64S_IS600e,2016,10349742,197.68.2.202,"19.01.3856 , 19.1.3856",8/24/2023 11:55:30 AM,Verbindung ok
KAT,2064,2064_KAT_Zywiec_4_E3L_WTouch,2022,10467152,197.89.170.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.1.0",8/24/2023 10:37:40 AM,Verbindung ok
KAT,2149,2149_KAT_Buczkowice_1_E3S_WTouch,2023,10489643,197.91.82.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:22:54 AM,Verbindung ok
SZC,1622,1622_SZC_Szczecin_1_E64S_IS600e,2019,10395466,197.78.2.200,"19.01.3856 , 19.1.3856",8/24/2023 11:55:30 AM,Verbindung ok
BYD,2210,2210_BYD_Wloclawek_2_E3L_WTouch,2023,10496763,197.92.122.200:8323/https://wiesheu-bottom.local,"22.8.0-1572 , 22.3.1",8/24/2023 10:37:40 AM,Verbindung ok
KRA,1424,1424_KRA_JarosLaw_1_E64S_IS600e,2019,10319846,197.72.226.200,"19.01.3856 , 19.1.3856",8/24/2023 11:55:31 AM,Verbindung ok
LUB,1215,1215_LUB_CheLm _4_E64L_IS600e,2017,10347299,197.68.114.203,"19.01.3856 , 19.1.3856",8/24/2023 12:37:08 PM,Verbindung ok
LUB,1555,1555_LUB_Lublin_4_E64L_IS600e,2019,10396739,197.76.66.203,"18.04.3839 , 18.4.3839",8/24/2023 12:38:06 PM,Verbindung ok
BYD,1882,1882_BYD_Bydgoszcz_3_E64S_IS600e,2018,10367712,197.83.202.202,"19.01.3856 , 19.1.3856",8/24/2023 11:56:27 AM,Verbindung ok
WAR,1618,1618_WAR_Ciechanow_2_E64L_IS600e,2017,10354854,197.77.242.201,"19.01.3856 , 0.0.0",8/24/2023 12:38:06 PM,Verbindung ok
KAT,1781,1781_KAT_Zabrze_2_E64L_IS600e,2018,10392096,197.84.234.201,"19.01.3856 , 19.1.3856",8/24/2023 12:38:06 PM,Verbindung ok
WRO,1942,1942_WRO_WrocLaw_1_E64S_IS600e,2020,10429972,197.87.202.200,"19.01.3856 , 19.1.3856",8/24/2023 11:56:27 AM,Verbindung ok
WRO,1221,1221_WRO_WrocLaw_2_E3L_WTouch,2021,10440501,197.68.138.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:37:40 AM,Verbindung ok
SZC,1580,1580_SZC_Drezdenko_2_E64L_IS600e,2017,10348326,197.76.242.201,"22.01.3879 , 22.1.3879",8/24/2023 12:38:06 PM,Verbindung ok
KAT,1938,1938_KAT_Opole_4_E64L_IS600e,2017,10363764,197.83.226.203,"19.01.3856 , 19.1.3856",8/24/2023 12:38:06 PM,Verbindung ok
KAT,2118,2118_KAT_Zawiercie_1_E3S_WTouch,2023,10485930,197.91.18.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/23/2023 8:14:32 AM,Verbindung ok
WRO,1068,1068_WRO_WrocLaw_2_E64L_IS600e,2017,10305650,197.65.98.201,"19.01.3856 , 19.1.3856",8/24/2023 12:38:06 PM,Verbindung ok
WAR,2016,2016_WAR_PLock_3_E64S_IS600e,2020,10423677,197.87.106.202,"19.01.3856 , 19.1.3856",8/24/2023 11:56:27 AM,Verbindung ok
KAT,1926,1926_KAT_Gliwice_1_E64S_IS600e,2018,10390628,197.84.138.200,"19.01.3856 , 19.1.3856",8/24/2023 11:56:27 AM,Verbindung ok
GDA,2070,2070_GDA_Kosakowo_3_E3S_WTouch,2022,10476086,197.90.130.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:22:54 AM,Verbindung ok
SZC,1560,1560_SZC_Mysliborz_1_E64S_IS600e,2016,10339029,197.76.90.200,"19.01.3856 , 19.1.3856",8/24/2023 11:56:27 AM,Verbindung ok
POZ,1426,1426_POZ_Poznan_3_E64S_IS600e,2018,10372386,197.72.242.202,"19.01.3856 , 19.1.3856",8/24/2023 11:56:27 AM,Verbindung ok
BYD,2210,2210_BYD_Wloclawek_4_E3L_WTouch,2023,10493837,197.92.122.201:8323/https://wiesheu-bottom.local,"22.8.0-1572 , 22.3.1",8/24/2023 10:37:41 AM,Verbindung ok
BYD,1210,1210_BYD_Grudziadz_1_E64S_IS600e,2018,10412649,197.68.98.200,"19.01.3856 , 19.1.3856",8/24/2023 11:56:27 AM,Verbindung ok
WRO,1746,1746_WRO_Trzebnica_4_E64L_IS600e,2019,10410030,197.81.34.203,"19.01.3856 , 19.1.3856",8/24/2023 12:38:06 PM,Verbindung ok
LUB,2036,2036_LUB_Opole Lubelskie_4_E3L_WTouch,2020,10435961,197.88.138.201:8323/https://wiesheu-bottom.local,"21.2.0-811 , 21.1.0",8/24/2023 10:40:55 AM,Verbindung ok
BYD,2210,2210_BYD_Wloclawek_3_E3S_WTouch,2023,10493832,197.92.122.201:8323/https://wiesheu-top.local,"22.8.0-1572 , 22.3.1",8/24/2023 8:22:54 AM,Verbindung ok
SZC,1155,1155_SZC_Nowogard_4_E64L_IS600e,2017,10355156,197.67.58.203,"22.01.3879 , 17.1.3498",8/24/2023 12:38:06 PM,Verbindung ok
LOD,1561,1561_LOD_Lodz_4_E3L_WTouch,2021,10439398,197.76.98.201:8323/https://wiesheu-bottom.local,"20.4.0-653 , 19.2.17",8/24/2023 10:40:55 AM,Verbindung ok
WRO,1029,1029_WRO_Legnica_4_E64L_IS600e,2019,10395470,197.64.146.203,"19.01.3856 , 19.1.3856",8/24/2023 12:38:06 PM,Verbindung ok
GDA,2008,2008_GDA_Braniewo_3_E64S_IS600e,2020,10425223,197.87.42.202,"19.01.3856 , 19.1.3856",8/24/2023 11:56:28 AM,Verbindung ok
KAT,1760,1760_KAT_Katowice_4_E64L_IS600e,2018,10379344,197.84.34.203,"19.01.3856 , 19.1.3856",8/24/2023 12:38:06 PM,Verbindung ok
GDA,1972,1972_GDA_Pelpin_4_E3L_WTouch,2021,10473720,197.88.146.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:40:55 AM,Verbindung ok
GDA,2070,2070_GDA_Kosakowo_2_E3L_WTouch,2022,10476088,197.90.130.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 10:40:55 AM,Verbindung ok
GDA,1905,1905_GDA_Banino_4_E64L_IS600e,2018,10381777,197.84.90.203,"18.04.3839 , 18.4.3839",8/24/2023 12:38:32 PM,Verbindung ok
KRA,1047,1047_KRA_Krakow_3_E3S_WTouch,2021,10442399,197.65.10.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:22:54 AM,Verbindung ok
KAT,1828,1828_KAT_Czestochowa_2_E64L_IS600e,2017,10358123,197.82.186.201,"19.01.3856 , 19.1.3856",8/24/2023 12:38:32 PM,Verbindung ok
